Host full name,Gelechiidae species name,Rank,COL status,COL taxon page,GBIF taxonKey
Herniaria,Caryocolum provinciella  Stainton,genus,accepted,"https://www.catalogueoflife.org/data/taxon/4VVP",3085796
Heterotheca sessiliflora bolanderi,Dichomeris baxa  Hodges; Scrobipalpula psilella-group sp. B,species,accepted,"https://www.catalogueoflife.org/data/taxon/7VD4S",5700801
Hibiscadelphus hualalaiensis,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/6M77S",3152782
Hibiscus,Chionodes hibiscella  Busck; Helcystogramma hibisci  Stainton; Mometa chlidanopa  Meyrick; Mometa erebodoxa  Meyrick; Pectinophora endema  Common; Pectinophora gossypiella  Saunders; Pectinophora scutigera  Holdaway,genus,accepted,"https://www.catalogueoflife.org/data/taxon/4X4R",3152542
Hibiscus bifurcatus,Pectinophora gossypiella  Saunders,species,synonym,"https://www.catalogueoflife.org/data/taxon/3LJHT",
Hibiscus brackenridgei,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/6LV7M",3152587
Hibiscus calyphyllus,Mometa cunctatrix  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJK7",
Hibiscus cannabinus,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJKH",3152547
Hibiscus diversifolius,Mometa cunctatrix  Meyrick; Mometa erebodoxa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJNW",
Hibiscus esculentus,Helcystogramma hibisci  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/8JZL",3152708
Hibiscus furcellatus var. youngianus,Pectinophora gossypiella  Saunders,species,,"https://www.catalogueoflife.org/data/taxon/BQRZD",
Hibiscus laevis,Chionodes hibiscella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJVW",3152576
Hibiscus lunariifolius,Mometa cunctatrix  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJXF",
Hibiscus moscheutos,Chionodes hibiscella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LJZP",
Hibiscus praeteritus,Brachmia deltopis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LK5M",3934369
Hibiscus rosa-sinensis,Anacampsis insularis  Walsingham; Aristotelia sp.  ; Helcystogramma hibisci  Stainton; Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/6M78M",3152559
Hibiscus sabdariffa,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/3LK87",3152582
Hibiscus tiliaceus,Pectinophora gossypiella  Saunders; Pectinophora scutigera  Holdaway,species,accepted,"https://www.catalogueoflife.org/data/taxon/54LP7",3152584
Hieracium aurantiacum,Dichomeris levisella  Fyles,species,synonym,"https://www.catalogueoflife.org/data/taxon/3LLLJ",
Hierochloe,Chrysoesthia drurella  Fabricius,genus,synonym,"https://www.catalogueoflife.org/data/taxon/8VY8N",
Hippocrepis comosa,Mirificarma eburnella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/3M23D",5353750
Hippophae,Anarsia eleagnella  Kuznetsov,genus,accepted,"https://www.catalogueoflife.org/data/taxon/4XFW",3039284
Hippophae rhamnoides,Gelechia hippophaella  Schrank,species,accepted,"https://www.catalogueoflife.org/data/taxon/3M2F8",
Horkelia californica,Scrobipalpula potentella  Keifer,species,synonym,"https://www.catalogueoflife.org/data/taxon/3MPCC",
Hyoscyamus,Gnorimoschema epithymella  Staudinger,genus,accepted,"https://www.catalogueoflife.org/data/taxon/636P7",2928976
Hyoscyamus albus,Scrobipalpa hyoscyamella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/3NM2H",2928979
Hyoscyamus aureus,Hedma microcasis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3NM2L",7602400
Hyoscyamus muticus,Scrobipalpa hyoscyamella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/3NM3N",2928977
Hypericum,Coleotechnites nigritus  Hodges; Eulamprotes atrella  Denis & Schiff.; Monochroa nigromaculella  MilliÃ¨re,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6372V",3189452
Hypericum perforatum,Monochroa nigromaculella  MilliÃ¨re,species,accepted,"https://www.catalogueoflife.org/data/taxon/3NPZ3",
Hypericum pulchrum,Eulamprotes phaeella  Heckford & Lang.,species,accepted,"https://www.catalogueoflife.org/data/taxon/3NQ2Y",3712747
Hypericum suffruticosum,Coleotechnites nigritus  Hodges,species,accepted,"https://www.catalogueoflife.org/data/taxon/6N2FL",
Hystrix,Helcystogramma hystricella  Braun,genus,synonym,"https://www.catalogueoflife.org/data/taxon/8VYGK",
Imperata,Ephysteris cyrenaica  Povolny,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VYH2",7627509
Indigofera,Anarsia ephippias  Meyrick; Dactylethrella candida  Stainton; Dichomeris acuminatus  Staudinger; Dichomeris ianthes  Meyrick; Mesophleps palpigera  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CL33",2971355
Indigofera hirsuta,Aproaerema modicella  Deventer; Dichomeris rustica  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/3PM78",2972082
Indigofera lindheimeriana,Dichomeris nenia  Hodges,species,accepted,"https://www.catalogueoflife.org/data/taxon/6MW6W",2971363
Indigofera pseudotinctoria,Dichomeris acuminatus  Staudinger; Dichomeris horoglypta  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/6N883",2971650
Indigofera spicata,Dichomeris   ; Dichomeris brachyptila  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3PMNN",2971635
Indigofera tinctoria,Dichomeris acuminatus  Staudinger; Dichomeris piperata  Walsingham,species,,"https://www.catalogueoflife.org/data/taxon/9D4V2",
Inga vera,Trichotaphe sp.,species,accepted,"https://www.catalogueoflife.org/data/taxon/3PQ47",
Inula,Apodia bifractella  Duponchel; Ptocheuusa paupella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/54NG",3148323
Inula crithmoides,Ptocheuusa paupella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/6QBG9",3065
Inula ensifolia,Ptocheuusa abnormella  Herrich-SchÃ¤ffer,species,,"https://www.catalogueoflife.org/data/taxon/3PT53",
Inula germanica,Gnorimoschema gallaeasterella  Kellicott,species,ambiguous synonym,"https://www.catalogueoflife.org/data/taxon/3PT5M",
Ipomoea,Helcystogramma convolvuli  Walsingham; Helcystogramma convulvuli  Walsingham; Helcystogramma melissia  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62WB5",2928509
Ipomoea aquatica,Helcystogramma convolvuli  Walsingham; Helcystogramma lamprostoma  Zeller; Myconita plutelliformis  Snellen,species,accepted,"https://www.catalogueoflife.org/data/taxon/3PVLD",
Ipomoea batatas,Cymotricha melissia  Walsingham; Helcystogramma cerinura  Meyrick; Helcystogramma convolvuli  Walsingham; Helcystogramma convulvuli  Walsingham; Helcystogramma engrapta  Meyrick; Helcystogramma macroscopa  Meyrick; Helcystogramma melissia  Walsingham; Helcystogramma nr. lamprostoma  Zeller; Helcystogramma triannulella  Herrich-SchÃ¤ffer; Myconita lipara  Bradley; Myconita plutelliformis  Snellen,species,accepted,"https://www.catalogueoflife.org/data/taxon/3PVNN",2928551
Ipomoea tiliacea,Helcystogramma tegulella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/6MWH5",2928552
Iris,Monochroa divisella  Douglas,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VS52",2748017
Iva,Aristotelia ivae  Busck,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7ZVG9",3141879
Iva frutescens,Aristotelia ivae  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/3QF3K",5402625
Iva imbricata,Gnorimoschema terracottella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/3QF3M",5402626
Jasminum,Stegasta variana  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VYKQ",3172260
Jatropha curcas,Heliangara macaritis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3QN84",3072953
Juglans ailantifolia,,species,accepted,"https://www.catalogueoflife.org/data/taxon/3QRRT",
Juglans mandshurica,Dichomeris sparsella  Christoph; Psoricoptera gibbosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/3QRTV",4205640
Juglans nigra,Dichomeris ligulella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NFM9",3054357
Juglans regia,Dichomeris sparsella  Christoph; Teleiopsis brevivalva  Pitkin,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NFN8",3054368
Juniperus,Chionodes electella  Zeller; Chionodes viduella  Fabricius; Coleotechnites albicostata  Freeman; Coleotechnites australis  Freeman; Coleotechnites carbonaria  Freeman; Coleotechnites gibsonella  Kearfott; Coleotechnites juniperella  Kearfott; Dichomeris juniperella  Linnaeus; Dichomeris marginella  Fabricius; Gelechia sabinella  Zeller; Gelechia senticetella  Staudinger; Mesophleps oxycedrella  MilliÃ¨re; Stenolechia bathrodyas  Meyrick; Teleiodes vulgella  Hubner,genus,accepted,"https://www.catalogueoflife.org/data/taxon/56YL",2684359
Juniperus chinensis,Dichomeris marginella  Fabricius,species,synonym,"https://www.catalogueoflife.org/data/taxon/6NGGQ",
Juniperus communis,Chionodes electella  Zeller; Coleotechnites gibsonella  Kearfott; Coleotechnites juniperella  Kearfott; Dichomeris juniperella  Linnaeus; Dichomeris marginella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NGH4",2684709
Juniperus excelsa,Mesophleps oxycedrella  MilliÃ¨re,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NGHR",2684626
Juniperus horizontalis,Dichomeris marginella  Fabricius; Glyphidocera juniperella  Adamski & Brown,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NGJ6",
Juniperus oxycedrus,Mesophleps oxycedrella  MilliÃ¨re,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NFYP",2684451
Juniperus phoenicea,Gelechia senticetella  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NFYQ",
Juniperus recurva,Dichomeris marginella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NFZN",
Juniperus scopulorum,Coleotechnites occidentis  Freeman; Dichomeris marginella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NGBF",2684773
Juniperus seravschanica,Metzneria talassica  Piskunov,species,accepted,"https://www.catalogueoflife.org/data/taxon/5J6LL",2684794
Juniperus virginiana,Coleotechnites albicostata  Freeman; Coleotechnites australis  Freeman; Coleotechnites obliquistrigella  Chambers; Coleotechnites occidentis  Freeman; Dichomeris marginella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NHW6",
Jurinea,Scrobipalpa brahmiella  Heyden,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6387T",3109185
Kerria,Encolpotis xanthoria  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/5835",3032189
Krameria,Compsolechia crescentifasciella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/593S",9203059
Krameria lanceolata,Compsolechia crescentifasciella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/3RDZD",5421454
Krugiodendron ferreum,Dichomeris condaliavorella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NPDH",3039518
Lablab purpureus,Aproaerema modicella  Deventer; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/3RJTM",2952236
Laburnum anagyroides,Mirificarma cytisella  Treitschke; Mirificarma lentiginosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/3RL8J",5356345
Lagerstroemia speciosa,Semnostoma barathrota  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3RX2Y",3188724
Laguncularia racemosa,Anacampsis lagunculariella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/3RXYC",3189382
Lannea coromandelica,Hypatima spathota  Meyrick; Schneidereria platyphracta  Meyrick; Telphusa improvida  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3S7FF",3661151
Lansium domesticum,Hypatima nr. tephroplintha  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3S7JY",
Lantana montevidensis,Aristotelia,species,accepted,"https://www.catalogueoflife.org/data/taxon/99P2Y",2925314
Larix,Chionodes tragicella  Heyden; Coleotechnites laricis  Freeman; Teleiodes saltuum  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/639D7",2686156
Larix laricina,Coleotechnites laricis  Freeman,species,accepted,"https://www.catalogueoflife.org/data/taxon/6NYVX",2686231
Lathyrus,Chionodes braunella  Keifer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CL5V",
Lathyrus palustris,Athrips tetrapunctella  Thunberg,species,accepted,"https://www.catalogueoflife.org/data/taxon/3SKYR",
Lathyrus sulphureus,Chionodes braunella  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/3SL2S",5356454
Lathyrus vestitus,Chionodes braunella  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/9D794",7488830
Lavandula,Sophronia humerella  Denis & Schiff.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VYR8",2927302
Lavatera arborea,Platyedra subcinerea  Haworth,species,,"https://www.catalogueoflife.org/data/taxon/3SNGN",
Ledum palustre,Neofaculta infernella  Herrich-SchÃ¤ffer,species,,"https://www.catalogueoflife.org/data/taxon/3SWXD",
Leersia hexandra,Helcystogramma arotraea  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3SX6S",2702901
Lembotropis nigricans,Anarsia spartiella  Schrank,species,synonym,"https://www.catalogueoflife.org/data/taxon/3T4LV",
Lepisanthes rubiginosa,,species,,"https://www.catalogueoflife.org/data/taxon/3TFCZ",
Leptospermum scoparium,Thiotricha tetraphala  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/3TV42",3181762
Lespedeza,Dichomeris lespedezae  Park; Evippe albidorsella Snellen; Xystophora psammitella  Snellen,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CL6Z",2955600
Lespedeza bicolor,Dendrophilia leguminella  Ponomarenko; Dendrophilia mediofasciana  Park; Dendrophilia neotaphronoma  Ponomarenko; Dendrophilia unicolorella  Ponomarenko; Evippe albidorsella Snellen; Xystophora psammitella  Snellen,species,accepted,"https://www.catalogueoflife.org/data/taxon/6PRGN",2955759
Lespedeza cyrtobotrya,Dichomeris quercicola  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/6PRGH",2955621
Lespedeza hirta,Aristotelia lespedezae  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/6Q3G6",2955750
Lessingia filaginifolia,Dichomeris baxa  Hodges,species,synonym,"https://www.catalogueoflife.org/data/taxon/723B9",
Lessingia filaginifolia var. californica,,species,,"https://www.catalogueoflife.org/data/taxon/6B44X",
Leucaena,Mesophleps palpigera  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CL73",2970337
Leucanthemum vulgare,Scrobipalpa chrysanthemella  Hofmann,species,accepted,"https://www.catalogueoflife.org/data/taxon/723WW",
Limonia elephantum,Sterrhostoma heterogastra  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/72CQ7",5594243
Limoniastrum guyonianum,Aponoea obtusipalpis  Walsingham; Apotistatus leucostictus  Walsingham; Oecocecis guyonella  GuenÃ©e; Sclerocecis pulverosella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/6QDXB",4089761
Limonium,Aristotelia brizella  Treitschke,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62YMP",3082293
Limonium delicatulum,Aristotelia staticella  MilliÃ¨re,species,accepted,"https://www.catalogueoflife.org/data/taxon/6QDLC",
Limonium pruinosum,Aponoea pruinosella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/72FHY",8104110
Limonium vulgare,Aristotelia brizella  Treitschke; Scrobipalpa monochromella  Constant,species,accepted,"https://www.catalogueoflife.org/data/taxon/72FLT",3082322
Linum campanulatum,Stomopteryx linella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/3V4P6",7734774
Linum narbonense,Stomopteryx linella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/3V4VD",4048802
Liquidambar,Coleotechnites vagatioella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/5FBY",3152823
Liquidambar styraciflua,Coleotechnites vagatioella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/6QJRL",3152824
Litchi chinensis,Anarsia,species,accepted,"https://www.catalogueoflife.org/data/taxon/3VHCT",3190002
Lithocarpus,Dichomeris oceanis  Meyrick; Evippe sp.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VYYV",2876673
Lithocarpus densiflorus,Telphusa sedulitella  Busck,species,,"https://www.catalogueoflife.org/data/taxon/3VJTV",
Lithodora fruticosa,Apatetris agenjoi  GozmÃ¡ny,species,accepted,"https://www.catalogueoflife.org/data/taxon/3VKLF",5661164
Lithospermum,Dichomeris autometra  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/5FPB",2926071
Lomandra,Apatetris miarodes  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VYZH",2770880
Lonicera,Athrips mouffetella  Linnaeus,genus,accepted,"https://www.catalogueoflife.org/data/taxon/5GFJ",2888645
Loranthus,Anarsia eutacta  Meyrick; Anarsia sagmatica  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/5GSB",7715950
Lotus,Chionodes lugubrella  Fabricius; Syncopacma cinctella  Clerck; Syncopacma sangiella  Stainton; Syncopacma taeniolella  Zeller; Xystophora pulveratella  Herrich-SchÃ¤ffer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CL83",10220564
Lotus corniculatus,Chionodes fumatella  Douglas; Chionodes lugubrella  Fabricius; Mirificarma flavella  Duponchel; Monochroa conspersella  Herrich-SchÃ¤ffer; Syncopacma sangiella  Stainton; Syncopacma taeniolella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/3W7ZK",5357013
Lotus pedunculatus,Syncopacma larseniella  GozmÃ¡ny,species,accepted,"https://www.catalogueoflife.org/data/taxon/3W86D",
